"STATISTIC","Statistic Label","TLIST(D1)","Daily","C03634V04374","Daily and Seven Day Rolling Totals","UNIT","VALUE"
"CBM03C01","Debit Card Transactions - Total","2020M07D10","2020 July 10","20","Seven day rolling total","Number","25942627"
"CBM03C01","Debit Card Transactions - Total","2020M07D11","2020 July 11","10","Daily total","Number","4114386"
"CBM03C01","Debit Card Transactions - Total","2020M07D11","2020 July 11","20","Seven day rolling total","Number","26043916"
"CBM03C01","Debit Card Transactions - Total","2020M07D12","2020 July 12","10","Daily total","Number","3016491"
"CBM03C01","Debit Card Transactions - Total","2020M07D12","2020 July 12","20","Seven day rolling total","Number","26099963"
"CBM03C01","Debit Card Transactions - Total","2020M07D13","2020 July 13","10","Daily total","Number","3391794"
"CBM03C01","Debit Card Transactions - Total","2020M07D13","2020 July 13","20","Seven day rolling total","Number","26120890"
"CBM03C01","Debit Card Transactions - Total","2020M07D14","2020 July 14","10","Daily total","Number","3515224"
"CBM03C01","Debit Card Transactions - Total","2020M07D14","2020 July 14","20","Seven day rolling total","Number","25987112"
"CBM03C01","Debit Card Transactions - Total","2020M07D15","2020 July 15","10","Daily total","Number","3671721"
"CBM03C01","Debit Card Transactions - Total","2020M07D15","2020 July 15","20","Seven day rolling total","Number","26058370"
"CBM03C01","Debit Card Transactions - Total","2020M07D16","2020 July 16","10","Daily total","Number","4020848"
"CBM03C01","Debit Card Transactions - Total","2020M07D16","2020 July 16","20","Seven day rolling total","Number","26085724"
"CBM03C01","Debit Card Transactions - Total","2020M07D17","2020 July 17","10","Daily total","Number","4363160"
"CBM03C01","Debit Card Transactions - Total","2020M07D17","2020 July 17","20","Seven day rolling total","Number","26093624"
"CBM03C01","Debit Card Transactions - Total","2020M07D18","2020 July 18","10","Daily total","Number","4073324"
"CBM03C01","Debit Card Transactions - Total","2020M07D18","2020 July 18","20","Seven day rolling total","Number","26052562"
"CBM03C01","Debit Card Transactions - Total","2020M07D19","2020 July 19","10","Daily total","Number","3055616"
"CBM03C01","Debit Card Transactions - Total","2020M07D19","2020 July 19","20","Seven day rolling total","Number","26091687"
"CBM03C01","Debit Card Transactions - Total","2020M07D20","2020 July 20","10","Daily total","Number","3390071"
"CBM03C01","Debit Card Transactions - Total","2020M07D20","2020 July 20","20","Seven day rolling total","Number","26089964"
"CBM03C01","Debit Card Transactions - Total","2020M07D21","2020 July 21","10","Daily total","Number","3616960"
"CBM03C01","Debit Card Transactions - Total","2020M07D21","2020 July 21","20","Seven day rolling total","Number","26191700"
"CBM03C01","Debit Card Transactions - Total","2020M07D22","2020 July 22","10","Daily total","Number","3610039"
"CBM03C01","Debit Card Transactions - Total","2020M07D22","2020 July 22","20","Seven day rolling total","Number","26130018"
"CBM03C01","Debit Card Transactions - Total","2020M07D23","2020 July 23","10","Daily total","Number","3980515"
"CBM03C01","Debit Card Transactions - Total","2020M07D23","2020 July 23","20","Seven day rolling total","Number","26089685"
"CBM03C01","Debit Card Transactions - Total","2020M07D24","2020 July 24","10","Daily total","Number","4407557"
"CBM03C01","Debit Card Transactions - Total","2020M07D24","2020 July 24","20","Seven day rolling total","Number","26134082"
"CBM03C01","Debit Card Transactions - Total","2020M07D25","2020 July 25","10","Daily total","Number","4094428"
"CBM03C01","Debit Card Transactions - Total","2020M07D25","2020 July 25","20","Seven day rolling total","Number","26155186"
"CBM03C01","Debit Card Transactions - Total","2020M07D26","2020 July 26","10","Daily total","Number","3091269"
"CBM03C01","Debit Card Transactions - Total","2020M07D26","2020 July 26","20","Seven day rolling total","Number","26190840"
"CBM03C01","Debit Card Transactions - Total","2020M07D27","2020 July 27","10","Daily total","Number","3459148"
"CBM03C01","Debit Card Transactions - Total","2020M07D27","2020 July 27","20","Seven day rolling total","Number","26259917"
"CBM03C01","Debit Card Transactions - Total","2020M07D28","2020 July 28","10","Daily total","Number","3653010"
"CBM03C01","Debit Card Transactions - Total","2020M07D28","2020 July 28","20","Seven day rolling total","Number","26295967"
"CBM03C01","Debit Card Transactions - Total","2020M07D29","2020 July 29","10","Daily total","Number","3709285"
"CBM03C01","Debit Card Transactions - Total","2020M07D29","2020 July 29","20","Seven day rolling total","Number","26395213"
"CBM03C01","Debit Card Transactions - Total","2020M07D30","2020 July 30","10","Daily total","Number","4199821"
"CBM03C01","Debit Card Transactions - Total","2020M07D30","2020 July 30","20","Seven day rolling total","Number","26614519"
"CBM03C01","Debit Card Transactions - Total","2020M07D31","2020 July 31","10","Daily total","Number","4539812"
"CBM03C01","Debit Card Transactions - Total","2020M07D31","2020 July 31","20","Seven day rolling total","Number","26746774"
"CBM03C01","Debit Card Transactions - Total","2020M08D01","2020 August 01","10","Daily total","Number","4284475"
"CBM03C01","Debit Card Transactions - Total","2020M08D01","2020 August 01","20","Seven day rolling total","Number","26936820"
"CBM03C01","Debit Card Transactions - Total","2020M08D02","2020 August 02","10","Daily total","Number","3157894"
"CBM03C01","Debit Card Transactions - Total","2020M08D02","2020 August 02","20","Seven day rolling total","Number","27003445"
"CBM03C01","Debit Card Transactions - Total","2020M08D03","2020 August 03","10","Daily total","Number","3119064"
"CBM03C01","Debit Card Transactions - Total","2020M08D03","2020 August 03","20","Seven day rolling total","Number","26663360"
"CBM03C01","Debit Card Transactions - Total","2020M08D04","2020 August 04","10","Daily total","Number","3832765"
"CBM03C01","Debit Card Transactions - Total","2020M08D04","2020 August 04","20","Seven day rolling total","Number","26843115"
"CBM03C01","Debit Card Transactions - Total","2020M08D05","2020 August 05","10","Daily total","Number","3716321"
"CBM03C01","Debit Card Transactions - Total","2020M08D05","2020 August 05","20","Seven day rolling total","Number","26850151"
"CBM03C01","Debit Card Transactions - Total","2020M08D06","2020 August 06","10","Daily total","Number","4102776"
"CBM03C01","Debit Card Transactions - Total","2020M08D06","2020 August 06","20","Seven day rolling total","Number","26753106"
"CBM03C01","Debit Card Transactions - Total","2020M08D07","2020 August 07","10","Daily total","Number","4442956"
"CBM03C01","Debit Card Transactions - Total","2020M08D07","2020 August 07","20","Seven day rolling total","Number","26656250"
"CBM03C01","Debit Card Transactions - Total","2020M08D08","2020 August 08","10","Daily total","Number","4075184"
"CBM03C01","Debit Card Transactions - Total","2020M08D08","2020 August 08","20","Seven day rolling total","Number","26446959"
"CBM03C01","Debit Card Transactions - Total","2020M08D09","2020 August 09","10","Daily total","Number","3075628"
"CBM03C01","Debit Card Transactions - Total","2020M08D09","2020 August 09","20","Seven day rolling total","Number","26364694"
"CBM03C01","Debit Card Transactions - Total","2020M08D10","2020 August 10","10","Daily total","Number","3450003"
"CBM03C01","Debit Card Transactions - Total","2020M08D10","2020 August 10","20","Seven day rolling total","Number","26695633"
"CBM03C01","Debit Card Transactions - Total","2020M08D11","2020 August 11","10","Daily total","Number","3650033"
"CBM03C01","Debit Card Transactions - Total","2020M08D11","2020 August 11","20","Seven day rolling total","Number","26512901"
"CBM03C01","Debit Card Transactions - Total","2020M08D12","2020 August 12","10","Daily total","Number","3744047"
"CBM03C01","Debit Card Transactions - Total","2020M08D12","2020 August 12","20","Seven day rolling total","Number","26540627"
"CBM03C01","Debit Card Transactions - Total","2020M08D13","2020 August 13","10","Daily total","Number","4073673"
"CBM03C01","Debit Card Transactions - Total","2020M08D13","2020 August 13","20","Seven day rolling total","Number","26511524"
"CBM03C01","Debit Card Transactions - Total","2020M08D14","2020 August 14","10","Daily total","Number","4519823"
"CBM03C01","Debit Card Transactions - Total","2020M08D14","2020 August 14","20","Seven day rolling total","Number","26588391"
"CBM03C01","Debit Card Transactions - Total","2020M08D15","2020 August 15","10","Daily total","Number","4099733"
"CBM03C01","Debit Card Transactions - Total","2020M08D15","2020 August 15","20","Seven day rolling total","Number","26612940"
"CBM03C01","Debit Card Transactions - Total","2020M08D16","2020 August 16","10","Daily total","Number","3075050"
"CBM03C01","Debit Card Transactions - Total","2020M08D16","2020 August 16","20","Seven day rolling total","Number","26612363"
"CBM03C01","Debit Card Transactions - Total","2020M08D17","2020 August 17","10","Daily total","Number","3391218"
"CBM03C01","Debit Card Transactions - Total","2020M08D17","2020 August 17","20","Seven day rolling total","Number","26553578"
"CBM03C01","Debit Card Transactions - Total","2020M08D18","2020 August 18","10","Daily total","Number","3583106"
"CBM03C01","Debit Card Transactions - Total","2020M08D18","2020 August 18","20","Seven day rolling total","Number","26486651"
"CBM03C01","Debit Card Transactions - Total","2020M08D19","2020 August 19","10","Daily total","Number","3502201"
"CBM03C01","Debit Card Transactions - Total","2020M08D19","2020 August 19","20","Seven day rolling total","Number","26244805"
"CBM03C01","Debit Card Transactions - Total","2020M08D20","2020 August 20","10","Daily total","Number","3882742"
"CBM03C01","Debit Card Transactions - Total","2020M08D20","2020 August 20","20","Seven day rolling total","Number","26053874"
"CBM03C01","Debit Card Transactions - Total","2020M08D21","2020 August 21","10","Daily total","Number","4374760"
"CBM03C01","Debit Card Transactions - Total","2020M08D21","2020 August 21","20","Seven day rolling total","Number","25908811"
"CBM03C01","Debit Card Transactions - Total","2020M08D22","2020 August 22","10","Daily total","Number","4100532"
"CBM03C01","Debit Card Transactions - Total","2020M08D22","2020 August 22","20","Seven day rolling total","Number","25909609"
"CBM03C01","Debit Card Transactions - Total","2020M08D23","2020 August 23","10","Daily total","Number","3099627"
"CBM03C01","Debit Card Transactions - Total","2020M08D23","2020 August 23","20","Seven day rolling total","Number","25934186"
"CBM03C01","Debit Card Transactions - Total","2020M08D24","2020 August 24","10","Daily total","Number","3452854"
"CBM03C01","Debit Card Transactions - Total","2020M08D24","2020 August 24","20","Seven day rolling total","Number","25995821"
"CBM03C01","Debit Card Transactions - Total","2020M08D25","2020 August 25","10","Daily total","Number","3538046"
"CBM03C01","Debit Card Transactions - Total","2020M08D25","2020 August 25","20","Seven day rolling total","Number","25950761"
"CBM03C01","Debit Card Transactions - Total","2020M08D26","2020 August 26","10","Daily total","Number","3742717"
"CBM03C01","Debit Card Transactions - Total","2020M08D26","2020 August 26","20","Seven day rolling total","Number","26191277"
"CBM03C01","Debit Card Transactions - Total","2020M08D27","2020 August 27","10","Daily total","Number","4148810"
"CBM03C01","Debit Card Transactions - Total","2020M08D27","2020 August 27","20","Seven day rolling total","Number","26457345"
"CBM03C01","Debit Card Transactions - Total","2020M08D28","2020 August 28","10","Daily total","Number","4536032"
"CBM03C01","Debit Card Transactions - Total","2020M08D28","2020 August 28","20","Seven day rolling total","Number","26618617"
"CBM03C01","Debit Card Transactions - Total","2020M08D29","2020 August 29","10","Daily total","Number","4386985"
"CBM03C01","Debit Card Transactions - Total","2020M08D29","2020 August 29","20","Seven day rolling total","Number","26905070"
"CBM03C01","Debit Card Transactions - Total","2020M08D30","2020 August 30","10","Daily total","Number","3293872"
"CBM03C01","Debit Card Transactions - Total","2020M08D30","2020 August 30","20","Seven day rolling total","Number","27099315"
"CBM03C01","Debit Card Transactions - Total","2020M08D31","2020 August 31","10","Daily total","Number","3589183"
"CBM03C01","Debit Card Transactions - Total","2020M08D31","2020 August 31","20","Seven day rolling total","Number","27235644"
"CBM03C01","Debit Card Transactions - Total","2020M09D01","2020 September 01","10","Daily total","Number","3953429"
"CBM03C01","Debit Card Transactions - Total","2020M09D01","2020 September 01","20","Seven day rolling total","Number","27651027"
"CBM03C01","Debit Card Transactions - Total","2020M09D02","2020 September 02","10","Daily total","Number","3665719"
"CBM03C01","Debit Card Transactions - Total","2020M09D02","2020 September 02","20","Seven day rolling total","Number","27574029"
"CBM03C01","Debit Card Transactions - Total","2020M09D03","2020 September 03","10","Daily total","Number","4097366"
"CBM03C01","Debit Card Transactions - Total","2020M09D03","2020 September 03","20","Seven day rolling total","Number","27522585"
"CBM03C01","Debit Card Transactions - Total","2020M09D04","2020 September 04","10","Daily total","Number","4474808"
"CBM03C01","Debit Card Transactions - Total","2020M09D04","2020 September 04","20","Seven day rolling total","Number","27461361"
"CBM03C01","Debit Card Transactions - Total","2020M09D05","2020 September 05","10","Daily total","Number","4290637"
"CBM03C01","Debit Card Transactions - Total","2020M09D05","2020 September 05","20","Seven day rolling total","Number","27365013"
